0	396
1	397
2	398
3	399
4	396
5	397
6	398
7	399
8	396
9	397
10	398
11	399
12	396
13	397
14	398
15	399
16	396
17	397
18	398
19	399
20	396
21	397
22	398
23	399
24	396
25	397
26	398
27	399
28	396
29	397
30	398
31	399
32	396
33	397
34	398
35	399
36	396
37	397
38	398
39	399
40	396
41	397
42	398
43	399
44	396
45	397
46	398
47	399
48	396
49	397
50	398
51	399
52	396
53	397
54	398
55	399
56	396
57	397
58	398
59	399
60	396
61	397
62	398
63	399
64	396
65	397
66	398
67	399
68	396
69	397
70	398
71	399
72	396
73	397
74	398
75	399
76	396
77	397
78	398
79	399
80	396
81	397
82	398
83	399
84	396
85	397
86	398
87	399
88	396
89	397
90	398
91	399
92	396
93	397
94	398
95	399
96	396
97	397
98	398
99	399
100	396
101	397
102	398
103	399
104	396
105	397
106	398
107	399
108	396
109	397
110	398
111	399
112	396
113	397
114	398
115	399
116	396
117	397
118	398
119	399
120	396
121	397
122	398
123	399
124	396
125	397
126	398
127	399
128	396
129	397
130	398
131	399
132	396
133	397
134	398
135	399
136	396
137	397
138	398
139	399
140	396
141	397
142	398
143	399
144	396
145	397
146	398
147	399
148	396
149	397
150	398
151	399
152	396
153	397
154	398
155	399
156	396
157	397
158	398
159	399
160	396
161	397
162	398
163	399
164	396
165	397
166	398
167	399
168	396
169	397
170	398
171	399
172	396
173	397
174	398
175	399
176	396
177	397
178	398
179	399
180	396
181	397
182	398
183	399
184	396
185	397
186	398
187	399
188	396
189	397
190	398
191	399
192	396
193	397
194	398
195	399
196	396
197	397
198	398
199	399
200	396
201	397
202	398
203	399
204	396
205	397
206	398
207	399
208	396
209	397
210	398
211	399
212	396
213	397
214	398
215	399
216	396
217	397
218	398
219	399
220	396
221	397
222	398
223	399
224	396
225	397
226	398
227	399
228	396
229	397
230	398
231	399
232	396
233	397
234	398
235	399
236	396
237	397
238	398
239	399
240	396
241	397
242	398
243	399
244	396
245	397
246	398
247	399
248	396
249	397
250	398
251	399
252	396
253	397
254	398
255	399
256	396
257	397
258	398
259	399
260	396
261	397
262	398
263	399
264	396
265	397
266	398
267	399
268	396
269	397
270	398
271	399
272	396
273	397
274	398
275	399
276	396
277	397
278	398
279	399
280	396
281	397
282	398
283	399
284	396
285	397
286	398
287	399
288	396
289	397
290	398
291	399
292	396
293	397
294	398
295	399
296	396
297	397
298	398
299	399
300	396
301	397
302	398
303	399
304	396
305	397
306	398
307	399
308	396
309	397
310	398
311	399
312	396
313	397
314	398
315	399
316	396
317	397
318	398
319	399
320	396
321	397
322	398
323	399
324	396
325	397
326	398
327	399
328	396
329	397
330	398
331	399
332	396
333	397
334	398
335	399
336	396
337	397
338	398
339	399
340	396
341	397
342	398
343	399
344	396
345	397
346	398
347	399
348	396
349	397
350	398
351	399
352	396
353	397
354	398
355	399
356	396
357	397
358	398
359	399
360	396
361	397
362	398
363	399
364	396
365	397
366	398
367	399
368	396
369	397
370	398
371	399
372	396
373	397
374	398
375	399
376	396
377	397
378	398
379	399
380	396
381	397
382	398
383	399
384	396
385	397
386	398
387	398
388	396
389	397
390	396
391	399
392	396
393	397
394	398
395	399
396	396
397	397
398	398
399	399
